,appointments,occupied_beds,capacity_beds,occupancy_rate,on_shift,hour,dow,month,is_weekend,appt_lag_1,occ_lag_1,appt_lag_2,occ_lag_2,appt_lag_3,occ_lag_3,appt_lag_6,occ_lag_6,appt_lag_12,occ_lag_12,appt_lag_24,occ_lag_24,appt_rolling_6,occ_rolling_6,y_inflow_next,y_occ_next,y_surge_next
2018-02-14 00:00:00+00:00,14,75,1000,0.075,9.0,0,2,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,17.0,0.076,2.3333333333333335,0.07583333333333332,0.0,0.075,0
2018-02-14 01:00:00+00:00,0,75,1000,0.075,9.0,1,2,2,0,14.0,0.075,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.07566666666666667,0.0,0.075,0
2018-02-14 02:00:00+00:00,0,75,1000,0.075,9.0,2,2,2,0,0.0,0.075,14.0,0.075,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.0755,0.0,0.075,0
2018-02-14 03:00:00+00:00,0,75,1000,0.075,9.0,3,2,2,0,0.0,0.075,0.0,0.075,14.0,0.075,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.07533333333333332,0.0,0.075,0
2018-02-14 04:00:00+00:00,0,75,1000,0.075,9.0,4,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.07516666666666666,0.0,0.075,0
2018-02-14 05:00:00+00:00,0,75,1000,0.075,9.0,5,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0.0,0.076,2.3333333333333335,0.075,0.0,0.075,0
2018-02-14 06:00:00+00:00,0,75,1000,0.075,9.0,6,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,14.0,0.075,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 07:00:00+00:00,0,75,1000,0.075,9.0,7,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 08:00:00+00:00,0,75,1000,0.075,9.0,8,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 09:00:00+00:00,0,75,1000,0.075,9.0,9,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 10:00:00+00:00,0,75,1000,0.075,9.0,10,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 11:00:00+00:00,0,75,1000,0.075,9.0,11,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 12:00:00+00:00,0,75,1000,0.075,9.0,12,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,14.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 13:00:00+00:00,0,75,1000,0.075,9.0,13,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 14:00:00+00:00,0,75,1000,0.075,9.0,14,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 15:00:00+00:00,0,75,1000,0.075,9.0,15,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 16:00:00+00:00,0,75,1000,0.075,9.0,16,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 17:00:00+00:00,0,75,1000,0.075,9.0,17,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 18:00:00+00:00,0,75,1000,0.075,9.0,18,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 19:00:00+00:00,0,75,1000,0.075,9.0,19,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 20:00:00+00:00,0,75,1000,0.075,9.0,20,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 21:00:00+00:00,0,75,1000,0.075,9.0,21,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 22:00:00+00:00,0,75,1000,0.075,9.0,22,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,0.0,0.075,0
2018-02-14 23:00:00+00:00,0,75,1000,0.075,9.0,23,2,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.076,0.0,0.075,19.0,0.072,0
2018-02-15 00:00:00+00:00,19,72,1000,0.072,9.0,0,3,2,0,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,14.0,0.075,3.1666666666666665,0.0745,0.0,0.072,0
2018-02-15 01:00:00+00:00,0,72,1000,0.072,9.0,1,3,2,0,19.0,0.072,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,3.1666666666666665,0.074,0.0,0.072,0
2018-02-15 02:00:00+00:00,0,72,1000,0.072,9.0,2,3,2,0,0.0,0.072,19.0,0.072,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.075,3.1666666666666665,0.0735,0.0,0.072,0
2018-02-15 03:00:00+00:00,0,72,1000,0.072,9.0,3,3,2,0,0.0,0.072,0.0,0.072,19.0,0.072,0.0,0.075,0.0,0.075,0.0,0.075,3.1666666666666665,0.073,0.0,0.072,0
2018-02-15 04:00:00+00:00,0,72,1000,0.072,9.0,4,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.075,0.0,0.075,3.1666666666666665,0.0725,0.0,0.072,0
2018-02-15 05:00:00+00:00,0,72,1000,0.072,9.0,5,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.075,0.0,0.075,3.1666666666666665,0.072,0.0,0.072,0
2018-02-15 06:00:00+00:00,0,72,1000,0.072,9.0,6,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,19.0,0.072,0.0,0.075,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 07:00:00+00:00,0,72,1000,0.072,9.0,7,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 08:00:00+00:00,0,72,1000,0.072,10.0,8,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 09:00:00+00:00,0,72,1000,0.072,10.0,9,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 10:00:00+00:00,0,72,1000,0.072,10.0,10,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 11:00:00+00:00,0,72,1000,0.072,10.0,11,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 12:00:00+00:00,0,72,1000,0.072,10.0,12,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,19.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 13:00:00+00:00,0,72,1000,0.072,10.0,13,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 14:00:00+00:00,0,72,1000,0.072,10.0,14,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 15:00:00+00:00,0,72,1000,0.072,10.0,15,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 16:00:00+00:00,0,72,1000,0.072,10.0,16,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 17:00:00+00:00,0,72,1000,0.072,10.0,17,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 18:00:00+00:00,0,72,1000,0.072,10.0,18,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 19:00:00+00:00,0,72,1000,0.072,10.0,19,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 20:00:00+00:00,0,72,1000,0.072,10.0,20,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 21:00:00+00:00,0,72,1000,0.072,10.0,21,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 22:00:00+00:00,0,72,1000,0.072,10.0,22,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,0.0,0.072,0
2018-02-15 23:00:00+00:00,0,72,1000,0.072,10.0,23,3,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.075,0.0,0.072,19.0,0.076,0
2018-02-16 00:00:00+00:00,19,76,1000,0.076,10.0,0,4,2,0,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,19.0,0.072,3.1666666666666665,0.07266666666666666,0.0,0.076,0
2018-02-16 01:00:00+00:00,0,76,1000,0.076,10.0,1,4,2,0,19.0,0.076,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,3.1666666666666665,0.07333333333333333,0.0,0.076,0
2018-02-16 02:00:00+00:00,0,76,1000,0.076,10.0,2,4,2,0,0.0,0.076,19.0,0.076,0.0,0.072,0.0,0.072,0.0,0.072,0.0,0.072,3.1666666666666665,0.074,0.0,0.076,0
2018-02-16 03:00:00+00:00,0,76,1000,0.076,10.0,3,4,2,0,0.0,0.076,0.0,0.076,19.0,0.076,0.0,0.072,0.0,0.072,0.0,0.072,3.1666666666666665,0.07466666666666666,0.0,0.076,0
2018-02-16 04:00:00+00:00,0,76,1000,0.076,10.0,4,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.072,0.0,0.072,3.1666666666666665,0.07533333333333332,0.0,0.076,0
2018-02-16 05:00:00+00:00,0,76,1000,0.076,10.0,5,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.072,0.0,0.072,3.1666666666666665,0.076,0.0,0.076,0
2018-02-16 06:00:00+00:00,0,76,1000,0.076,10.0,6,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,19.0,0.076,0.0,0.072,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 07:00:00+00:00,0,76,1000,0.076,10.0,7,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 08:00:00+00:00,0,76,1000,0.076,10.0,8,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 09:00:00+00:00,0,76,1000,0.076,10.0,9,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 10:00:00+00:00,0,76,1000,0.076,10.0,10,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 11:00:00+00:00,0,76,1000,0.076,10.0,11,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 12:00:00+00:00,0,76,1000,0.076,10.0,12,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,19.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 13:00:00+00:00,0,76,1000,0.076,10.0,13,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 14:00:00+00:00,0,76,1000,0.076,10.0,14,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 15:00:00+00:00,0,76,1000,0.076,10.0,15,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 16:00:00+00:00,0,76,1000,0.076,10.0,16,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 17:00:00+00:00,0,76,1000,0.076,10.0,17,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 18:00:00+00:00,0,76,1000,0.076,10.0,18,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 19:00:00+00:00,0,76,1000,0.076,10.0,19,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 20:00:00+00:00,0,76,1000,0.076,10.0,20,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 21:00:00+00:00,0,76,1000,0.076,10.0,21,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 22:00:00+00:00,0,76,1000,0.076,10.0,22,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,0.0,0.076,0
2018-02-16 23:00:00+00:00,0,76,1000,0.076,10.0,23,4,2,0,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.072,0.0,0.076,12.0,0.071,0
2018-02-17 00:00:00+00:00,12,71,1000,0.071,10.0,0,5,2,1,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,19.0,0.076,2.0,0.07516666666666666,0.0,0.071,0
2018-02-17 01:00:00+00:00,0,71,1000,0.071,10.0,1,5,2,1,12.0,0.071,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.0,0.07433333333333333,0.0,0.071,0
2018-02-17 02:00:00+00:00,0,71,1000,0.071,10.0,2,5,2,1,0.0,0.071,12.0,0.071,0.0,0.076,0.0,0.076,0.0,0.076,0.0,0.076,2.0,0.0735,0.0,0.071,0
2018-02-17 03:00:00+00:00,0,71,1000,0.071,10.0,3,5,2,1,0.0,0.071,0.0,0.071,12.0,0.071,0.0,0.076,0.0,0.076,0.0,0.076,2.0,0.07266666666666666,0.0,0.071,0
2018-02-17 04:00:00+00:00,0,71,1000,0.071,10.0,4,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.076,0.0,0.076,2.0,0.07183333333333332,0.0,0.071,0
2018-02-17 05:00:00+00:00,0,71,1000,0.071,10.0,5,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.076,0.0,0.076,2.0,0.071,0.0,0.071,0
2018-02-17 06:00:00+00:00,0,71,1000,0.071,10.0,6,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,12.0,0.071,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 07:00:00+00:00,0,71,1000,0.071,10.0,7,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 08:00:00+00:00,0,71,1000,0.071,10.0,8,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 09:00:00+00:00,0,71,1000,0.071,10.0,9,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 10:00:00+00:00,0,71,1000,0.071,10.0,10,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 11:00:00+00:00,0,71,1000,0.071,10.0,11,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 12:00:00+00:00,0,71,1000,0.071,10.0,12,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,12.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 13:00:00+00:00,0,71,1000,0.071,10.0,13,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 14:00:00+00:00,0,71,1000,0.071,10.0,14,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 15:00:00+00:00,0,71,1000,0.071,10.0,15,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 16:00:00+00:00,0,71,1000,0.071,10.0,16,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 17:00:00+00:00,0,71,1000,0.071,10.0,17,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 18:00:00+00:00,0,71,1000,0.071,10.0,18,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 19:00:00+00:00,0,71,1000,0.071,10.0,19,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 20:00:00+00:00,0,71,1000,0.071,10.0,20,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 21:00:00+00:00,0,71,1000,0.071,10.0,21,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 22:00:00+00:00,0,71,1000,0.071,10.0,22,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,0.0,0.071,0
2018-02-17 23:00:00+00:00,0,71,1000,0.071,10.0,23,5,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.076,0.0,0.071,4.0,0.07,0
2018-02-18 00:00:00+00:00,4,70,1000,0.07,10.0,0,6,2,1,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,12.0,0.071,0.6666666666666666,0.07083333333333332,0.0,0.07,0
2018-02-18 01:00:00+00:00,0,70,1000,0.07,10.0,1,6,2,1,4.0,0.07,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.6666666666666666,0.07066666666666667,0.0,0.07,0
2018-02-18 02:00:00+00:00,0,70,1000,0.07,10.0,2,6,2,1,0.0,0.07,4.0,0.07,0.0,0.071,0.0,0.071,0.0,0.071,0.0,0.071,0.6666666666666666,0.07050000000000001,0.0,0.07,0
2018-02-18 03:00:00+00:00,0,70,1000,0.07,10.0,3,6,2,1,0.0,0.07,0.0,0.07,4.0,0.07,0.0,0.071,0.0,0.071,0.0,0.071,0.6666666666666666,0.07033333333333334,0.0,0.07,0
2018-02-18 04:00:00+00:00,0,70,1000,0.07,10.0,4,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.071,0.0,0.071,0.6666666666666666,0.07016666666666667,0.0,0.07,0
2018-02-18 05:00:00+00:00,0,70,1000,0.07,10.0,5,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.071,0.0,0.071,0.6666666666666666,0.07,0.0,0.07,0
2018-02-18 06:00:00+00:00,0,70,1000,0.07,10.0,6,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,4.0,0.07,0.0,0.071,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 07:00:00+00:00,0,70,1000,0.07,10.0,7,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 08:00:00+00:00,0,70,1000,0.07,10.0,8,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 09:00:00+00:00,0,70,1000,0.07,10.0,9,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 10:00:00+00:00,0,70,1000,0.07,10.0,10,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 11:00:00+00:00,0,70,1000,0.07,10.0,11,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 12:00:00+00:00,0,70,1000,0.07,10.0,12,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,4.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 13:00:00+00:00,0,70,1000,0.07,10.0,13,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 14:00:00+00:00,0,70,1000,0.07,11.0,14,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 15:00:00+00:00,0,70,1000,0.07,11.0,15,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 16:00:00+00:00,0,70,1000,0.07,11.0,16,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 17:00:00+00:00,0,70,1000,0.07,11.0,17,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 18:00:00+00:00,0,70,1000,0.07,11.0,18,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 19:00:00+00:00,0,70,1000,0.07,11.0,19,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 20:00:00+00:00,0,70,1000,0.07,11.0,20,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 21:00:00+00:00,0,70,1000,0.07,11.0,21,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 22:00:00+00:00,0,70,1000,0.07,11.0,22,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,0.0,0.07,0
2018-02-18 23:00:00+00:00,0,70,1000,0.07,11.0,23,6,2,1,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.07,9.0,0.063,0
2018-02-19 00:00:00+00:00,9,63,1000,0.063,11.0,0,0,2,0,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,4.0,0.07,1.5,0.06883333333333334,0.0,0.063,0
2018-02-19 01:00:00+00:00,0,63,1000,0.063,11.0,1,0,2,0,9.0,0.063,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,1.5,0.06766666666666667,0.0,0.063,0
2018-02-19 02:00:00+00:00,0,63,1000,0.063,11.0,2,0,2,0,0.0,0.063,9.0,0.063,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07,1.5,0.0665,0.0,0.063,0
2018-02-19 03:00:00+00:00,0,63,1000,0.063,11.0,3,0,2,0,0.0,0.063,0.0,0.063,9.0,0.063,0.0,0.07,0.0,0.07,0.0,0.07,1.5,0.06533333333333334,0.0,0.063,0
2018-02-19 04:00:00+00:00,0,63,1000,0.063,11.0,4,0,2,0,0.0,0.063,0.0,0.063,0.0,0.063,0.0,0.07,0.0,0.07,0.0,0.07,1.5,0.06416666666666666,0.0,0.063,0
2018-02-19 05:00:00+00:00,0,63,1000,0.063,11.0,5,0,2,0,0.0,0.063,0.0,0.063,0.0,0.063,0.0,0.07,0.0,0.07,0.0,0.07,1.5,0.063,0.0,0.063,0
2018-02-19 06:00:00+00:00,0,63,1000,0.063,11.0,6,0,2,0,0.0,0.063,0.0,0.063,0.0,0.063,9.0,0.063,0.0,0.07,0.0,0.07,0.0,0.063,0.0,0.063,0
2018-02-19 07:00:00+00:00,0,63,1000,0.063,11.0,7,0,2,0,0.0,0.063,0.0,0.063,0.0,0.063,0.0,0.063,0.0,0.07,0.0,0.07,0.0,0.063,0.0,0.063,0
